# Completeness in stellar mass as a function of redshift
# SFH=exp. declining SFR; IMF=pseudo-kroupa; Z=Zsun=m62; dust=Calzetti, BC03
# Completeness estimated empirically using deeper samples (FIRES, FIREWORKS)
# z   lgM
    0.846647    9.558456
    0.850450    9.563218
    0.854254    9.567973
    0.858058    9.572721
    0.861862    9.577462
    0.865666    9.582197
    0.869469    9.586924
    0.873273    9.591644
    0.877077    9.596358
    0.880881    9.601064
    0.884685    9.605764
    0.888488    9.610457
    0.892292    9.615142
    0.896096    9.619821
    0.899900    9.624493
    0.903704    9.629158
    0.907507    9.633816
    0.911311    9.638467
    0.915115    9.643111
    0.918919    9.647748
    0.922723    9.652379
    0.926527    9.657002
    0.930330    9.661619
    0.934134    9.666228
    0.937938    9.670831
    0.941742    9.675426
    0.945546    9.680015
    0.949349    9.684597
    0.953153    9.689172
    0.956957    9.693740
    0.960761    9.698301
    0.964565    9.702855
    0.968368    9.707402
    0.972172    9.711942
    0.975976    9.716476
    0.979780    9.721002
    0.983584    9.725522
    0.987387    9.730034
    0.991191    9.734540
    0.994995    9.739039
    0.998799    9.743530
    1.002603    9.748015
    1.006406    9.752493
    1.010210    9.756964
    1.014014    9.761428
    1.017818    9.765885
    1.021622    9.770336
    1.025425    9.774779
    1.029229    9.779215
    1.033033    9.783645
    1.036837    9.788067
    1.040641    9.792483
    1.044444    9.796891
    1.048248    9.801293
    1.052052    9.805688
    1.055856    9.810076
    1.059660    9.814457
    1.063463    9.818831
    1.067267    9.823198
    1.071071    9.827558
    1.074875    9.831911
    1.078679    9.836257
    1.082482    9.840597
    1.086286    9.844929
    1.090090    9.849255
    1.093894    9.853573
    1.097698    9.857885
    1.101501    9.862190
    1.105305    9.866488
    1.109109    9.870779
    1.112913    9.875063
    1.116717    9.879340
    1.120521    9.883610
    1.124324    9.887873
    1.128128    9.892129
    1.131932    9.896379
    1.135736    9.900621
    1.139540    9.904856
    1.143343    9.909085
    1.147147    9.913307
    1.150951    9.917521
    1.154755    9.921729
    1.158559    9.925930
    1.162362    9.930124
    1.166166    9.934311
    1.169970    9.938491
    1.173774    9.942664
    1.177578    9.946830
    1.181381    9.950989
    1.185185    9.955142
    1.188989    9.959287
    1.192793    9.963426
    1.196597    9.967557
    1.200400    9.971682
    1.204204    9.975800
    1.208008    9.979910
    1.211812    9.984014
    1.215616    9.988111
    1.219419    9.992201
    1.223223    9.996284
    1.227027   10.000361
    1.230831   10.004430
    1.234635   10.008492
    1.238438   10.012547
    1.242242   10.016596
    1.246046   10.020638
    1.249850   10.024672
    1.253654   10.028700
    1.257458   10.032721
    1.261261   10.036734
    1.265065   10.040741
    1.268869   10.044741
    1.272673   10.048734
    1.276477   10.052720
    1.280280   10.056700
    1.284084   10.060672
    1.287888   10.064637
    1.291692   10.068595
    1.295496   10.072547
    1.299299   10.076492
    1.303103   10.080429
    1.306907   10.084360
    1.310711   10.088284
    1.314515   10.092200
    1.318318   10.096110
    1.322122   10.100013
    1.325926   10.103909
    1.329730   10.107798
    1.333534   10.111681
    1.337337   10.115556
    1.341141   10.119424
    1.344945   10.123286
    1.348749   10.127140
    1.352553   10.130988
    1.356356   10.134828
    1.360160   10.138662
    1.363964   10.142489
    1.367768   10.146309
    1.371572   10.150122
    1.375375   10.153928
    1.379179   10.157727
    1.382983   10.161519
    1.386787   10.165304
    1.390591   10.169083
    1.394394   10.172854
    1.398198   10.176618
    1.402002   10.180376
    1.405806   10.184126
    1.409610   10.187870
    1.413413   10.191607
    1.417217   10.195337
    1.421021   10.199060
    1.424825   10.202775
    1.428629   10.206485
    1.432432   10.210187
    1.436236   10.213882
    1.440040   10.217570
    1.443844   10.221251
    1.447648   10.224926
    1.451451   10.228593
    1.455255   10.232254
    1.459059   10.235907
    1.462863   10.239554
    1.466667   10.243194
    1.470471   10.246827
    1.474274   10.250453
    1.478078   10.254072
    1.481882   10.257684
    1.485686   10.261289
    1.489490   10.264887
    1.493293   10.268478
    1.497097   10.272063
    1.500901   10.275640
    1.504705   10.279211
    1.508509   10.282774
    1.512312   10.286331
    1.516116   10.289880
    1.519920   10.293423
    1.523724   10.296959
    1.527528   10.300488
    1.531331   10.304010
    1.535135   10.307525
    1.538939   10.311033
    1.542743   10.314534
    1.546547   10.318029
    1.550350   10.321516
    1.554154   10.324997
    1.557958   10.328470
    1.561762   10.331937
    1.565566   10.335396
    1.569369   10.338849
    1.573173   10.342295
    1.576977   10.345734
    1.580781   10.349166
    1.584585   10.352591
    1.588388   10.356009
    1.592192   10.359420
    1.595996   10.362824
    1.599800   10.366222
    1.603604   10.369612
    1.607407   10.372995
    1.611211   10.376372
    1.615015   10.379742
    1.618819   10.383104
    1.622623   10.386460
    1.626426   10.389809
    1.630230   10.393151
    1.634034   10.396486
    1.637838   10.399814
    1.641642   10.403135
    1.645445   10.406449
    1.649249   10.409756
    1.653053   10.413057
    1.656857   10.416350
    1.660661   10.419637
    1.664464   10.422916
    1.668268   10.426189
    1.672072   10.429455
    1.675876   10.432713
    1.679680   10.435965
    1.683484   10.439210
    1.687287   10.442448
    1.691091   10.445679
    1.694895   10.448903
    1.698699   10.452121
    1.702503   10.455331
    1.706306   10.458534
    1.710110   10.461731
    1.713914   10.464920
    1.717718   10.468103
    1.721522   10.471278
    1.725325   10.474447
    1.729129   10.477609
    1.732933   10.480764
    1.736737   10.483912
    1.740541   10.487053
    1.744344   10.490187
    1.748148   10.493314
    1.751952   10.496434
    1.755756   10.499548
    1.759560   10.502654
    1.763363   10.505753
    1.767167   10.508846
    1.770971   10.511932
    1.774775   10.515010
    1.778579   10.518082
    1.782382   10.521147
    1.786186   10.524205
    1.789990   10.527256
    1.793794   10.530300
    1.797598   10.533337
    1.801401   10.536367
    1.805205   10.539390
    1.809009   10.542407
    1.812813   10.545416
    1.816617   10.548419
    1.820420   10.551414
    1.824224   10.554403
    1.828028   10.557385
    1.831832   10.560359
    1.835636   10.563327
    1.839439   10.566288
    1.843243   10.569242
    1.847047   10.572189
    1.850851   10.575129
    1.854655   10.578063
    1.858458   10.580989
    1.862262   10.583908
    1.866066   10.586821
    1.869870   10.589726
    1.873674   10.592625
    1.877477   10.595516
    1.881281   10.598401
    1.885085   10.601279
    1.888889   10.604150
    1.892693   10.607014
    1.896497   10.609871
    1.900300   10.612721
    1.904104   10.615564
    1.907908   10.618400
    1.911712   10.621229
    1.915516   10.624052
    1.919319   10.626867
    1.923123   10.629676
    1.926927   10.632477
    1.930731   10.635272
    1.934535   10.638060
    1.938338   10.640841
    1.942142   10.643615
    1.945946   10.646382
    1.949750   10.649142
    1.953554   10.651895
    1.957357   10.654641
    1.961161   10.657380
    1.964965   10.660112
    1.968769   10.662838
    1.972573   10.665556
    1.976376   10.668268
    1.980180   10.670973
    1.983984   10.673670
    1.987788   10.676361
    1.991592   10.679045
    1.995395   10.681722
    1.999199   10.684392
    2.003003   10.687055
    2.006807   10.689711
    2.010611   10.692360
    2.014414   10.695003
    2.018218   10.697638
    2.022022   10.700266
    2.025826   10.702888
    2.029630   10.705502
    2.033433   10.708110
    2.037237   10.710711
    2.041041   10.713305
    2.044845   10.715891
    2.048649   10.718471
    2.052452   10.721044
    2.056256   10.723610
    2.060060   10.726170
    2.063864   10.728722
    2.067668   10.731267
    2.071471   10.733806
    2.075275   10.736337
    2.079079   10.738862
    2.082883   10.741379
    2.086687   10.743890
    2.090490   10.746394
    2.094294   10.748890
    2.098098   10.751380
    2.101902   10.753863
    2.105706   10.756339
    2.109510   10.758808
    2.113313   10.761271
    2.117117   10.763726
    2.120921   10.766174
    2.124725   10.768616
    2.128529   10.771050
    2.132332   10.773478
    2.136136   10.775898
    2.139940   10.778312
    2.143744   10.780719
    2.147548   10.783118
    2.151351   10.785511
    2.155155   10.787897
    2.158959   10.790276
    2.162763   10.792649
    2.166567   10.795014
    2.170370   10.797372
    2.174174   10.799723
    2.177978   10.802068
    2.181782   10.804405
    2.185586   10.806736
    2.189389   10.809060
    2.193193   10.811376
    2.196997   10.813686
    2.200801   10.815989
    2.204605   10.818285
    2.208408   10.820574
    2.212212   10.822856
    2.216016   10.825131
    2.219820   10.827399
    2.223624   10.829661
    2.227427   10.831915
    2.231231   10.834162
    2.235035   10.836403
    2.238839   10.838637
    2.242643   10.840863
    2.246446   10.843083
    2.250250   10.845296
    2.254054   10.847502
    2.257858   10.849701
    2.261662   10.851893
    2.265465   10.854078
    2.269269   10.856256
    2.273073   10.858427
    2.276877   10.860592
    2.280681   10.862749
    2.284484   10.864899
    2.288288   10.867043
    2.292092   10.869180
    2.295896   10.871309
    2.299700   10.873432
    2.303504   10.875548
    2.307307   10.877657
    2.311111   10.879759
    2.314915   10.881854
    2.318719   10.883942
    2.322523   10.886023
    2.326326   10.888097
    2.330130   10.890165
    2.333934   10.892225
    2.337738   10.894279
    2.341542   10.896325
    2.345345   10.898365
    2.349149   10.900398
    2.352953   10.902423
    2.356757   10.904442
    2.360561   10.906454
    2.364364   10.908459
    2.368168   10.910457
    2.371972   10.912448
    2.375776   10.914433
    2.379580   10.916410
    2.383383   10.918380
    2.387187   10.920344
    2.390991   10.922300
    2.394795   10.924250
    2.398599   10.926193
    2.402402   10.928128
    2.406206   10.930057
    2.410010   10.931979
    2.413814   10.933894
    2.417618   10.935802
    2.421421   10.937703
    2.425225   10.939597
    2.429029   10.941485
    2.432833   10.943365
    2.436637   10.945238
    2.440440   10.947105
    2.444244   10.948964
    2.448048   10.950817
    2.451852   10.952663
    2.455656   10.954501
    2.459459   10.956333
    2.463263   10.958158
    2.467067   10.959976
    2.470871   10.961787
    2.474675   10.963591
    2.478478   10.965388
    2.482282   10.967179
    2.486086   10.968962
    2.489890   10.970738
    2.493694   10.972508
    2.497497   10.974270
    2.501301   10.976026
    2.505105   10.977775
    2.508909   10.979517
    2.512713   10.981251
    2.516516   10.982979
    2.520320   10.984700
    2.524124   10.986414
    2.527928   10.988122
    2.531732   10.989822
    2.535536   10.991515
    2.539339   10.993201
    2.543143   10.994881
    2.546947   10.996553
    2.550751   10.998219
    2.554555   10.999878
    2.558358   11.001529
    2.562162   11.003174
    2.565966   11.004812
    2.569770   11.006443
    2.573574   11.008067
    2.577377   11.009684
    2.581181   11.011294
    2.584985   11.012898
    2.588789   11.014494
    2.592593   11.016083
    2.596396   11.017666
    2.600200   11.019241
    2.604004   11.020810
    2.607808   11.022372
    2.611612   11.023926
    2.615415   11.025474
    2.619219   11.027015
    2.623023   11.028549
    2.626827   11.030076
    2.630631   11.031596
    2.634434   11.033109
    2.638238   11.034616
    2.642042   11.036115
    2.645846   11.037607
    2.649650   11.039093
    2.653453   11.040571
    2.657257   11.042043
    2.661061   11.043508
    2.664865   11.044966
    2.668669   11.046416
    2.672473   11.047860
    2.676276   11.049297
    2.680080   11.050727
    2.683884   11.052151
    2.687688   11.053567
    2.691492   11.054976
    2.695295   11.056378
    2.699099   11.057774
    2.702903   11.059162
    2.706707   11.060544
    2.710511   11.061919
    2.714314   11.063286
    2.718118   11.064647
    2.721922   11.066001
    2.725726   11.067348
    2.729530   11.068688
    2.733333   11.070021
    2.737137   11.071347
    2.740941   11.072667
    2.744745   11.073979
    2.748549   11.075284
    2.752352   11.076583
    2.756156   11.077874
    2.759960   11.079159
    2.763764   11.080436
    2.767568   11.081707
    2.771371   11.082971
    2.775175   11.084228
    2.778979   11.085478
    2.782783   11.086721
    2.786587   11.087957
    2.790390   11.089186
    2.794194   11.090409
    2.797998   11.091624
    2.801802   11.092832
    2.805606   11.094034
    2.809409   11.095228
    2.813213   11.096416
    2.817017   11.097597
    2.820821   11.098770
    2.824625   11.099937
    2.828428   11.101097
    2.832232   11.102250
    2.836036   11.103396
    2.839840   11.104535
    2.843644   11.105668
    2.847447   11.106793
    2.851251   11.107911
    2.855055   11.109023
    2.858859   11.110127
    2.862663   11.111225
    2.866466   11.112315
    2.870270   11.113399
    2.874074   11.114476
    2.877878   11.115546
    2.881682   11.116609
    2.885485   11.117665
    2.889289   11.118714
    2.893093   11.119756
    2.896897   11.120791
    2.900701   11.121820
    2.904504   11.122841
    2.908308   11.123855
    2.912112   11.124863
    2.915916   11.125864
    2.919720   11.126857
    2.923523   11.127844
    2.927327   11.128824
    2.931131   11.129797
    2.934935   11.130763
    2.938739   11.131722
    2.942542   11.132674
    2.946346   11.133619
    2.950150   11.134557
    2.953954   11.135489
    2.957758   11.136413
    2.961562   11.137330
    2.965365   11.138241
    2.969169   11.139145
    2.972973   11.140041
    2.976777   11.140931
    2.980581   11.141814
    2.984384   11.142690
    2.988188   11.143559
    2.991992   11.144421
    2.995796   11.145276
    2.999600   11.146124
    3.003403   11.146965
    3.007207   11.147800
    3.011011   11.148627
    3.014815   11.149448
    3.018619   11.150261
    3.022422   11.151068
    3.026226   11.151868
    3.030030   11.152660
    3.033834   11.153446
    3.037638   11.154225
    3.041441   11.154997
    3.045245   11.155762
    3.049049   11.156521
    3.052853   11.157272
    3.056657   11.158016
    3.060461   11.158754
    3.064264   11.159484
    3.068068   11.160207
    3.071872   11.160924
    3.075676   11.161634
    3.079480   11.162336
    3.083283   11.163032
    3.087087   11.163721
    3.090891   11.164403
    3.094695   11.165078
    3.098499   11.165746
    3.102302   11.166407
    3.106106   11.167062
    3.109910   11.167709
    3.113714   11.168349
    3.117518   11.168983
    3.121321   11.169609
    3.125125   11.170229
    3.128929   11.170842
    3.132733   11.171448
    3.136537   11.172046
    3.140340   11.172638
    3.144144   11.173223
    3.147948   11.173801
    3.151752   11.174372
    3.155556   11.174937
    3.159359   11.175494
    3.163163   11.176044
    3.166967   11.176588
    3.170771   11.177124
    3.174575   11.177654
    3.178378   11.178176
    3.182182   11.178692
    3.185986   11.179201
    3.189790   11.179703
    3.193594   11.180198
    3.197397   11.180686
    3.201201   11.181167
    3.205005   11.181641
    3.208809   11.182108
    3.212613   11.182568
    3.216416   11.183022
    3.220220   11.183468
    3.224024   11.183908
    3.227828   11.184340
    3.231632   11.184766
    3.235435   11.185185
    3.239239   11.185597
    3.243043   11.186002
    3.246847   11.186399
    3.250651   11.186791
    3.254454   11.187175
    3.258258   11.187552
    3.262062   11.187922
    3.265866   11.188285
    3.269670   11.188642
    3.273473   11.188991
    3.277277   11.189334
    3.281081   11.189669
    3.284885   11.189998
    3.288689   11.190320
    3.292492   11.190635
    3.296296   11.190943
    3.300100   11.191244
    3.303904   11.191538
    3.307708   11.191825
    3.311511   11.192105
    3.315315   11.192378
    3.319119   11.192645
    3.322923   11.192904
    3.326727   11.193156
    3.330530   11.193402
    3.334334   11.193641
    3.338138   11.193872
    3.341942   11.194097
    3.345746   11.194315
    3.349549   11.194526
    3.353353   11.194730
    3.357157   11.194927
    3.360961   11.195117
    3.364765   11.195300
    3.368568   11.195477
    3.372372   11.195646
    3.376176   11.195809
    3.379980   11.195964
    3.383784   11.196113
    3.387587   11.196254
    3.391391   11.196389
    3.395195   11.196517
    3.398999   11.196638
    3.402803   11.196752
    3.406607   11.196859
    3.410410   11.196959
    3.414214   11.197052
    3.418018   11.197138
    3.421822   11.197218
    3.425626   11.197290
    3.429429   11.197355
    3.433233   11.197414
    3.437037   11.197466
    3.440841   11.197510
    3.444645   11.197548
    3.448449   11.197579
    3.452252   11.197603
    3.456056   11.197620
    3.459860   11.197630
    3.463664   11.197633
    3.467468   11.197633
    3.471271   11.197633
    3.475075   11.197633
    3.478879   11.197633
    3.482683   11.197633
    3.486487   11.197633
    3.490290   11.197633
    3.494094   11.197633
    3.497898   11.197633
    3.501702   11.197633
    3.505506   11.197633
    3.509309   11.197633
    3.513113   11.197633
    3.516917   11.197633
    3.520721   11.197633
    3.524525   11.197633
    3.528328   11.197633
    3.532132   11.197633
    3.535936   11.197633
    3.539740   11.197633
    3.543544   11.197633
    3.547347   11.197633
    3.551151   11.197633
    3.554955   11.197633
    3.558759   11.197633
    3.562563   11.197633
    3.566366   11.197633
    3.570170   11.197633
    3.573974   11.197633
    3.577778   11.197633
    3.581582   11.197633
    3.585385   11.197633
    3.589189   11.197633
    3.592993   11.197633
    3.596797   11.197633
    3.600601   11.197633
    3.604404   11.197633
    3.608208   11.197633
    3.612012   11.197633
    3.615816   11.197633
    3.619620   11.197633
    3.623423   11.197633
    3.627227   11.197633
    3.631031   11.197633
    3.634835   11.197633
    3.638639   11.197633
    3.642442   11.197633
    3.646246   11.197633
    3.650050   11.197633
    3.653854   11.197633
    3.657658   11.197633
    3.661461   11.197633
    3.665265   11.197633
    3.669069   11.197633
    3.672873   11.197633
    3.676677   11.197633
    3.680480   11.197633
    3.684284   11.197633
    3.688088   11.197633
    3.691892   11.197633
    3.695696   11.197633
    3.699499   11.197633
    3.703303   11.197633
    3.707107   11.197633
    3.710911   11.197633
    3.714715   11.197633
    3.718518   11.197633
    3.722322   11.197633
    3.726126   11.197633
    3.729930   11.197633
    3.733734   11.197633
    3.737537   11.197633
    3.741341   11.197633
    3.745145   11.197633
    3.748949   11.197633
    3.752753   11.197633
    3.756556   11.197633
    3.760360   11.197633
    3.764164   11.197633
    3.767968   11.197633
    3.771772   11.197633
    3.775575   11.197633
    3.779379   11.197633
    3.783183   11.197633
    3.786987   11.197633
    3.790791   11.197633
    3.794594   11.197633
    3.798398   11.197633
    3.802202   11.197633
    3.806006   11.197633
    3.809810   11.197633
    3.813614   11.197633
    3.817418   11.197633
    3.821221   11.197633
    3.825025   11.197633
    3.828829   11.197633
    3.832633   11.197633
    3.836437   11.197633
    3.840240   11.197633
    3.844044   11.197633
    3.847848   11.197633
    3.851652   11.197633
    3.855456   11.197633
    3.859259   11.197633
    3.863063   11.197633
    3.866867   11.197633
    3.870671   11.197633
    3.874475   11.197633
    3.878278   11.197633
    3.882082   11.197633
    3.885886   11.197633
    3.889690   11.197633
    3.893494   11.197633
    3.897297   11.197633
    3.901101   11.197633
    3.904905   11.197633
    3.908709   11.197633
    3.912513   11.197633
    3.916316   11.197633
    3.920120   11.197633
    3.923924   11.197633
    3.927728   11.197633
    3.931532   11.197633
    3.935335   11.197633
    3.939139   11.197633
    3.942943   11.197633
    3.946747   11.197633
    3.950551   11.197633
    3.954354   11.197633
    3.958158   11.197633
    3.961962   11.197633
    3.965766   11.197633
    3.969570   11.197633
    3.973373   11.197633
    3.977177   11.197633
    3.980981   11.197633
    3.984785   11.197633
    3.988589   11.197633
    3.992392   11.197633
    3.996196   11.197633
    4.000000   11.197633
